🕘️更新时间,#genre#
CCTV6电影,http://113.241.133.180:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://go.bkpcp.top/mg/cctv7
CCTV7国防军事,http://go.061899.xyz:80/mg/cctv7
CCTV7国防军事,http://192.151.150.154/live/cctv7hd.m3u8
CCTV7国防军事,http://107.150.60.122/live/cctv7hd.m3u8
CCTV7国防军事,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV7国防军事,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv7hd
CCTV7国防军事,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV7国防军事,http://198.204.228.26/live/cctv7hd.m3u8
CCTV7国防军事,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV7国防军事,http://222.223.41.27:8888/hls/7/index.m3u8
CCTV7国防军事,http://119.123.176.65:8086/hls/8/index.m3u8
CCTV7国防军事,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV8电视剧,http://go.bkpcp.top/mg/cctv8
CCTV8电视剧,http://go.061899.xyz:80/mg/cctv8
CCTV8电视剧,http://107.150.60.122/live/cctv8hd.m3u8
CCTV8电视剧,http://192.151.150.154/live/cctv8k.m3u8
CCTV8电视剧,http://192.151.150.154/live/cctv8hd.m3u8
CCTV8电视剧,http://107.150.60.122/live/cctv8k.m3u8
CCTV8电视剧,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
CCTV8电视剧,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV8电视剧,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv8hd
CCTV8电视剧,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV8电视剧,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV8电视剧,http://221.13.235.203:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://go.bkpcp.top/mg/cctv9
CCTV9纪录,http://go.061899.xyz:80/mg/cctv9
CCTV9纪录,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd
CCTV9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV9纪录,http://192.151.150.154/live/cctv9hd.m3u8
CCTV9纪录,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV9纪录,http://107.150.60.122/live/cctv9hd.m3u8
CCTV9纪录,http://119.123.176.65:8086/hls/10/index.m3u8
CCTV9纪录,http://183.129.255.66:8480/hls/10/index.m3u8
CCTV9纪录,http://222.223.41.27:8888/hls/9/index.m3u8
CCTV10科教,http://go.bkpcp.top/mg/cctv10
CCTV10科教,http://go.061899.xyz:80/mg/cctv10
CCTV10科教,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv10hd
CCTV10科教,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV10科教,http://107.150.60.122/live/cctv10hd.m3u8
CCTV10科教,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV10科教,http://192.151.150.154/live/cctv10hd.m3u8
CCTV10科教,http://222.223.41.27:8888/hls/10/index.m3u8
CCTV10科教,http://119.123.176.65:8086/hls/11/index.m3u8
CCTV10科教,http://113.241.133.180:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://go.bkpcp.top/mg/cctv11
CCTV11戏曲,http://go.061899.xyz:80/mg/cctv11
CCTV11戏曲,http://107.150.60.122/live/cctv11hd.m3u8
CCTV11戏曲,http://192.151.150.154/live/cctv11hd.m3u8
CCTV11戏曲,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV11戏曲,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV11戏曲,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv11hd
CCTV11戏曲,http://222.223.41.27:8888/hls/11/index.m3u8
CCTV11戏曲,http://119.123.176.65:8086/hls/12/index.m3u8
CCTV12社会与法,http://go.bkpcp.top/mg/cctv12
CCTV12社会与法,http://go.061899.xyz:80/mg/cctv12
CCTV12社会与法,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV12社会与法,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv12hd
CCTV12社会与法,http://192.151.150.154/live/cctv12hd.m3u8
CCTV12社会与法,http://107.150.60.122/live/cctv12hd.m3u8
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV12社会与法,http://23.237.228.134/live3/CCTV12.m3u8
CCTV13新闻,http://go.bkpcp.top/mg/cctv13
CCTV13新闻,http://go.061899.xyz:80/mg/cctv13
CCTV13新闻,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd
CCTV13新闻,http://192.151.150.154/live/cctv13hd.m3u8
CCTV13新闻,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV13新闻,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV13新闻,http://107.150.60.122/live/cctv13hd.m3u8
CCTV13新闻,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV13新闻,http://183.129.255.66:8480/hls/14/index.m3u8
CCTV13新闻,http://119.123.176.65:8086/hls/14/index.m3u8
CCTV13新闻,http://39.152.103.17:8089/tsfile/live/1012_1.m3u8
CCTV14少儿,http://go.bkpcp.top/mg/cctv14
CCTV14少儿,http://go.061899.xyz:80/mg/cctv14
CCTV14少儿,http://192.151.150.154/live/cctv14hd.m3u8
CCTV14少儿,http://107.150.60.122/live/cctv14hd.m3u8
CCTV14少儿,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd
CCTV14少儿,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV14少儿,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV14少儿,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV14少儿,http://222.223.41.27:8888/hls/14/index.m3u8
CCTV15音乐,http://go.bkpcp.top/mg/cctv15
CCTV15音乐,http://go.061899.xyz:80/mg/cctv15
CCTV15音乐,http://107.150.60.122/live/cctv15hd.m3u8
CCTV15音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd
CCTV15音乐,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV15音乐,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV15音乐,http://192.151.150.154/live/cctv15hd.m3u8
CCTV15音乐,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV15音乐,http://119.123.176.65:8086/hls/16/index.m3u8
CCTV15音乐,http://222.223.41.27:8888/hls/15/index.m3u8
CCTV16奥林匹克,http://go.bkpcp.top/mg/cctv16
CCTV16奥林匹克,http://go.061899.xyz:80/mg/cctv16
CCTV16奥林匹克,http://107.150.60.122/live/cctv16hd.m3u8
CCTV16奥林匹克,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv16hd
CCTV16奥林匹克,http://69.197.146.138:82/live/cctv16.m3u8?jsbt=1760967373&jsbk=66c5c68a5342c6e3855ee213be777df7
CCTV16奥林匹克,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV16奥林匹克,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV16奥林匹克,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV16奥林匹克,http://192.151.150.154/live/cctv16hd.m3u8
CCTV16奥林匹克,http://119.123.176.65:8086/hls/17/index.m3u8
CCTV16奥林匹克,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV17农业农村,http://go.bkpcp.top/mg/cctv17
CCTV17农业农村,http://go.061899.xyz:80/mg/cctv17
CCTV17农业农村,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV17农业农村,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CCTV17农业农村,http://192.151.150.154/live/cctv17hd.m3u8
CCTV17农业农村,http://107.150.60.122/live/cctv17hd.m3u8
CCTV17农业农村,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV17农业农村,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV17农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0

💰央视付费,#genre#
CETV1综合教育,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001020/index.m3u8?streamid=f4b36de9e0ed50412e1fe3fbed4262a8&streamkey=06Au6xOXDlDEab661Jj4JZtB5rtbWJNHTgnSAVTvFlBNzzUBYjIEDgT9mS4Z4uWlLecUluW7TiiSPKV9p8qg7uORC8NHkZGp2wYI0D2H51xbeR6S&token=1776221422-a453c0c847327165-0-68e4509e1d03b7b6d7c3b8c927e72a7a
CETV3教育服务,http://107.150.60.122/live/cetv3.m3u8
CETV4职业教育,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001348/index.m3u8?streamid=37d60172a2bbb0d41f072d29213e6264&streamkey=06Au6xOXDlDEaapIVa7cpJhfzHs3AaqeIMjrUSQi1ZhQNbtlQYu45U2p26oN78H5M54F7fWWjiWa5JbgizqfzftqDt06P5Nj3CWuFMU3yFOgiX5n&token=1776221467-8fa99b3b879bacd8-0-b09602326b577119089417591328a91d
CETV早期教育,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001680/index.m3u8?streamid=2c224135515a11c735f7351c17434a62&streamkey=070kmnWlSO6tVzLyh1sXZ20iCOCRLXoHmCsz0IqkkXJJD0eYMb2A5kwULwbki6Baf4Z2bJfsbp07kt5WoqgWvFeVzbkW96tGU7nFRu0brwnn5lybIRJA&token=1776221300-cf453e64c67843de-0-4539fce56dec116202db007052b0029c
CCTV4欧洲,http://go.bkpcp.top/mg/cctv4o
CCTV4美洲,http://go.bkpcp.top/mg/cctv4m
CCTV4美洲,http://go.bkpcp.top/mg/cctv4a
CCTV4K,http://192.151.150.154/live/cctv4k.m3u8
CCTV4K,http://107.150.60.122/live/cctv4k.m3u8
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932
CCTV4K,http://154.12.36.187:656/index.php?token=7777&id=cctv4k
CCTV8K,http://154.12.36.187:656/index.php?token=7777&id=cctv8k
老故事,http://go.bkpcp.top/mg/lgs
中学生,http://go.bkpcp.top/mg/zxs
中学生,https://hd.ijycnd.com/play/xe763gAd/index.m3u8
发现之旅,http://go.bkpcp.top/mg/fxzl
发现之旅,https://hd.ijycnd.com/play/Qe1YyxRe/index.m3u8
CCTV文化精品,http://192.151.150.154/live/ysjp.m3u8
CCTV文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
CCTV文化精品,http://107.150.60.122/live/ysjp.m3u8
CCTV文化精品,http://198.204.228.26/live/ysjp.m3u8
CCTV文化精品,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ysjp
CCTV文化精品,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001670/index.m3u8?streamid=618d33181dba2b51e9d3752d73d737b8&streamkey=0BeWwyHBmiCHyS40J1tisoH3ivjrXhzz03oQbO5uiXsRKSS8kvCliHls9zj3gCGKqzJGZJSNE6Evbwmw4OinJFa3A7rvlVNctyhssTQDHow2JgnP7kv4mVoKgkDCCSyt8M3n&token=1775754194-77abd02e1989ddc1-0-d8b4892968a6f3343a776beca71cbdc8
CCTV风云足球,http://192.151.150.154/live/fyzq.m3u8
CCTV风云足球,http://107.150.60.122/live/fyzq.m3u8
CCTV风云足球,http://173.208.187.18:82/live/fyzq.m3u8?jsbt=1760355398&jsbk=d838949ce8ba43fabfa8e16a02449bcf
CCTV风云足球,http://173.208.187.18:82/live/fyzq.m3u8?jsbt=1760496962&jsbk=5b91869c876cff30aa885075cffa7b45
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV风云足球,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001590/index.m3u8?streamid=927ac8a2bbea16a44fbdc8cd59deabc8&streamkey=0WsC3jqv5pZMcVlxFBNnufmiOCXFZigfn61ogjSwht3bqXevILtdE9S00t1S31TUcNtpNMycyrjLcmhMwenwuh8FAxcPIPYTEQUX1MDXgmTdP03V9WzCfa1iP&token=1775754113-ea7ee6d53b99caad-0-c93511c176fc0c319dc73b7c39050be7
CCTV风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq
CCTV央视台球,http://192.151.150.154/live/ystq.m3u8
CCTV央视台球,http://107.150.60.122/live/ystq.m3u8
CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
CCTV央视台球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ystq
CCTV央视台球,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001600/index.m3u8?streamid=04540cf3fa4df50b6e2fd9166c021d4b&streamkey=02BjlnRKVk4w1Ojwl0Q41u7qasJwePv45M3Tx7aAax93Zq5QEnEH7qLpHsyWobOiWCvunmJFhnRmIfEOv4rl3BaZDf4HVH0GjcLnULEFcC6BRgqtB3rX8Ah1RRq&token=1775754426-3ba023cd7fae153a-0-83a101ff80611422cb2ee97dc79dde3f
CCTV高尔夫网球,http://198.204.228.26/live/gefwq.m3u8
CCTV高尔夫网球,http://107.150.60.122/live/gefwq.m3u8
CCTV高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
CCTV高尔夫网球,http://192.151.150.154/live/gefwq.m3u8
CCTV风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
CCTV风云音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyyy
CCTV风云音乐,http://192.151.150.154/live/fyyy.m3u8
CCTV风云音乐,http://198.204.228.26/live/fyyy.m3u8
CCTV风云音乐,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001660/index.m3u8?streamid=be37d16b874e7ba11dd383d7ecd75752&streamkey=02BjlnRKVk4w1Oyqq9aXRB4YtWxqlybIfl2lS5mkFVN5iNWAFYdKIFbyaEPKZTNBgIoU9bQc4m8PrS8Pw3iTRKs635HzsGgAANSe4AgbCngHqxM1kM6le1OCEWm&token=1775754243-94f06a5cf0b92094-0-743c505a12a44d0e7fd5d08f14b11504
CCTV第一剧场,http://192.151.150.154/live/dyjc.m3u8
CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
CCTV第一剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dyjc
CCTV第一剧场,http://107.150.60.122/live/dyjc.m3u8
CCTV第一剧场,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001621/index.m3u8?streamid=d81e188b59ece96b7e8f1ce34aea3ef8&streamkey=07xclP9QQ7A17NHSunxvhUhDmEAgCJHPSWwcmXXGtD5B1ctgr4sNGjOLgDUiqhY3hbKKrXCg3V0Mv4oFIdXvsvsAV0LnOhkY1hZzilPs1GDH833k0xqsPako&token=1775754265-e70414852ba80d73-0-504af0de169af5289009509fea184863
CCTV风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
CCTV风云剧场,http://198.204.228.26/live/fyjc.m3u8
CCTV风云剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyjc
CCTV风云剧场,http://192.151.150.154/live/fyjc.m3u8
CCTV风云剧场,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001650/index.m3u8?streamid=31e7b5b7032d25dd215a4069cdee1a48&streamkey=092SzM8qh4GNZmZA3rm8J5tyW0EBV9e1AcX3sOzPl60Tq40QwOQfr22hYT4Oi6v014YyjkURGvT8w8zB2Bg7NMOzBw6DeNLMEQIayEUyn5osgQLPrBIXv36KIO42&token=1775754322-08f47393d1a6d3c0-0-3f3c56613652db4d2f081625481d962a
CCTV怀旧剧场,http://107.150.60.122/live/hjjc.m3u8
CCTV怀旧剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hjjc
CCTV怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
CCTV怀旧剧场,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001640/index.m3u8?streamid=7e5d1abdddde08f588234f3f640f75ff&streamkey=092SzM8qh4GNZm8Sly0j0xG8Sg3yHIQW1svsz2WNbj7O78R6ErBo1ngfNZaXyLnHcB0EzcN18Jgg3T7PGY4Z4bPJb3uh7m1yZZAwSv5g1hznMWXe2xIsEOmyaW5R&token=1775754296-fcd63ac210d4c1d1-0-41aa2d5111a454de23251c36585cb18c
CCTV怀旧剧场,http://192.151.150.154/live/hjjc.m3u8
CCTV电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
CCTV电视指南,http://192.151.150.154/live/dszn.m3u8
CCTV世界地理,http://192.151.150.154/live/sjdl.m3u8
CCTV世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
CCTV世界地理,http://198.204.228.26/live/sjdl.m3u8
CCTV世界地理,http://107.150.60.122/live/sjdl.m3u8
CCTV世界地理,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001620/index.m3u8?streamid=8a034b40397504e25b3775c772237996&streamkey=01vY5fRxC8VyKg4oq30vfikHXTCAKySLP29l6OG91kQlzDttHgzNLkUw5kivm3PfNsVHJv5FgdsPBYFYI2IWpt7tfRCuFHqLT2pvX67ubMds8jl2DHtvOh0&token=1775754349-4f33f4f84a4abeba-0-91687dc8c9325092efa1d00f330d2710
CCTV世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl
CCTV兵器科技,http://192.151.150.154/live/gfjs.m3u8
CCTV兵器科技,http://198.204.228.26/live/gfjs.m3u8
CCTV兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
CCTV兵器科技,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001610/index.m3u8?streamid=530cb4e58bbc48b7fc26f5e0a2e47966&streamkey=01vY5fRxC8VyKflowXIjpDe18KG4zb4IJYt7IRjkmP139PykAFJm2e4f2ggI7qaYyYDdV2jg7DGq8J4XWj9dVR3dpcOhYSRLSKkLA4lKNSIEwluGcrMvak9&token=1775754372-8861cea21b137ebe-0-f503dcc0151e7ea385857ea5cfa73aa0
CCTV兵器科技,http://107.150.60.122/live/gfjs.m3u8
CCTV卫生健康,http://107.150.60.122/live/wsjk.m3u8
CCTV卫生健康,http://192.151.150.154/live/wsjk.m3u8
CCTV卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub
CCTV女性时尚,http://192.151.150.154/live/nxss.m3u8
CCTV女性时尚,http://107.150.60.122/live/nxss.m3u8
CCTV女性时尚,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001571/index.m3u8?streamid=15732e48a35953bb064f0ffb4197035c&streamkey=092SzM8qh4GNZnGRAOz6y3nvNrssZJcflnNDbtwifQsVSBFB4hpwpDInl50YKu2zt1eb26JJwNN5CopCgczz7WZR3dtJlHFGA3m8Sgjvc2xB9twEzATcT54y15wY&token=1775754397-43927d95ab17a1ae-0-d7fc3f2a8df09c74d345181b73c6c670
CCTV女性时尚,http://198.204.228.26/live/nxss.m3u8
CCTV女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
CCTV女性时尚,http://39.152.103.17:8089/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&down=1
CGTN英语,http://go.bkpcp.top/mg/cgtn
CGTN英语,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN纪录,http://go.bkpcp.top/mg/cgtnjl
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
CGTN俄语,http://go.bkpcp.top/mg/cgtnr
CGTN俄语,https://russian-livews.CGTN.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CGTN法语,http://go.bkpcp.top/mg/cgtnf
CGTN法语,https://francais-livews.CGTN.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
